full_name,has_readme,readme_size,has_ci,has_tests
hkchengrex/XMem,True,7063.0,False,False
patrikhuber/eos,True,9800.0,True,True
adobe-research/custom-diffusion,True,15341.0,False,False
apple/ml-cvnets,True,5952.0,False,True
alibaba/EasyCV,True,13245.0,True,True
google-deepmind/tapnet,True,22951.0,False,False
astorfi/lip-reading-deeplearning,True,11586.0,False,False
junshutang/Make-It-3D,True,7857.0,False,False
pierluigiferrari/ssd_keras,True,19701.0,False,False
laugh12321/TensorRT-YOLO,True,14898.0,False,False
robertknight/ocrs,True,3576.0,True,False
yassouali/awesome-semi-supervised-learning,True,8532.0,False,False
probcomp/Gen.jl,True,4072.0,True,False
xinshuoweng/AB3DMOT,True,5083.0,False,False
zhihongz/awesome-low-light-image-enhancement,True,59067.0,False,False
AlibabaResearch/AdvancedLiterateMachinery,True,11213.0,False,False
KlingAIResearch/ReCamMaster,True,18783.0,False,False
yassouali/pytorch-segmentation,True,14772.0,False,False
symisc/sod,True,6389.0,False,False
artivis/manif,True,11563.0,True,False
wkentaro/pytorch-fcn,True,3136.0,True,True
longcw/faster_rcnn_pytorch,True,3442.0,False,False
minivision-ai/Silent-Face-Anti-Spoofing,True,5997.0,False,False
allenai/ai2thor,True,14577.0,True,False
laboshinl/loam_velodyne,True,1972.0,False,True
NVIDIA-AI-Blueprints/video-search-and-summarization,True,12221.0,True,False
IliasHad/edit-mind,True,9410.0,True,False
dog-qiuqiu/MobileNet-Yolo,True,8852.0,False,False
changh95/visual-slam-roadmap,True,76311.0,True,False
NVlabs/PWC-Net,True,3371.0,False,False
opendatacam/opendatacam,True,6043.0,True,False
aerophile/awesome-deepfakes,True,3360.0,False,False
Kobaayyy/Awesome-CVPR2026-CVPR2025-CVPR2024-CVPR2021-CVPR2020-Low-Level-Vision,True,2628.0,False,False
aiff22/DPED,True,7609.0,False,False
whitphx/streamlit-webrtc,True,23235.0,True,True
roboflow/awesome-openai-vision-api-experiments,True,5826.0,False,False
adobe/antialiased-cnns,True,9060.0,False,False
jiachenli94/Awesome-Interaction-Aware-Trajectory-Prediction,True,111340.0,False,False
YuliangXiu/ICON,True,11169.0,False,False
software-mansion/react-native-executorch,True,10151.0,True,False
victordibia/handtracking,True,24269.0,False,True
bytedance/Sa2VA,True,5129.0,False,False
invictus717/MetaTransformer,True,11153.0,False,False
RQLuo/MixTeX-Latex-OCR,True,6908.0,False,False
Anything-of-anything/Anything-3D,True,5724.0,False,False
LingDong-/qiji-font,True,5004.0,False,False
symforce-org/symforce,True,29952.0,True,False
lightly-ai/lightly-train,True,36195.0,True,True
aws-samples/aws-machine-learning-university-accelerated-cv,True,4288.0,False,False
kakaobrain/fast-autoaugment,True,7920.0,False,False
chandrikadeb7/Face-Mask-Detection,True,11424.0,True,False
pixeltable/pixeltable,True,17872.0,True,True
lufficc/SSD,True,8030.0,False,False
microsoft/Semi-supervised-learning,True,16840.0,True,False
ai-forever/ghost,True,7025.0,False,False
snavely/bundler_sfm,True,15496.0,False,False
zubair-irshad/Awesome-Implicit-NeRF-Robotics,True,42745.0,False,False
semperai/amica,True,5988.0,True,False
QingyongHu/RandLA-Net,True,7835.0,False,False
kritiksoman/GIMP-ML,True,2550.0,False,False
lucidrains/lambda-networks,True,2347.0,True,False
yeyun111/dlcv_for_beginners,True,3777.0,False,False
piddnad/DDColor,True,7270.0,False,False
chainer/chainercv,True,4301.0,False,True
open-mmlab/mmengine,True,18034.0,True,True
zapdos-labs/unblink,True,2121.0,True,False
CSAILVision/LabelMeAnnotationTool,True,9492.0,False,False
BrokenSource/DepthFlow,True,2195.0,True,False
Yangzhangcst/Transformer-in-Computer-Vision,True,4972.0,False,False
una-dinosauria/3d-pose-baseline,True,5688.0,False,False
abreheret/PixelAnnotationTool,True,3192.0,False,False
waybarrios/vllm-mlx,True,13720.0,True,True
hysts/pytorch_image_classification,True,82695.0,False,False
BachiLi/redner,True,9659.0,False,True
toandaominh1997/EfficientDet.Pytorch,True,6417.0,False,False
wenhaochai/StableVideo,True,3469.0,False,False
fendouai/OpenCVTutorials,True,8276.0,False,False
nianticlabs/simplerecon,True,32183.0,False,False
alexsosn/iOS_ML,True,43704.0,False,False
KaiyangZhou/Dassl.pytorch,True,19008.0,False,False
torchgan/torchgan,True,7993.0,True,True
SkalskiP/ILearnDeepLearning.py,True,11764.0,False,False
DWCTOD/CVPR2024-Papers-with-Code-Demo,True,37625.0,False,False
dailenson/SDT,True,10397.0,False,False
nachifur/MulimgViewer,True,6610.0,True,False
imagej/imagej2,True,6863.0,True,False
swz30/MPRNet,True,7246.0,False,False
om-ai-lab/OmDet,True,5917.0,False,False
poloclub/diffusiondb,True,17311.0,True,False
margaretmz/awesome-tensorflow-lite,True,41790.0,False,False
TorchSSL/TorchSSL,True,13035.0,False,False
balavenkatesh3322/CV-pretrained-model,True,29674.0,False,False
atulapra/Emotion-detection,True,2962.0,False,False
DirtyHarryLYL/Transformer-in-Vision,True,460728.0,False,False
ahmetozlu/tensorflow_object_counting_api,True,16797.0,False,False
allenai/objaverse-xl,True,3896.0,True,True
aitorzip/PyTorch-CycleGAN,True,4135.0,False,False
digantamisra98/Mish,,,,
pprp/awesome-attention-mechanism-in-cv,True,46953.0,False,False
open-mmlab/OpenMMLabCourse,True,16467.0,False,False
open-edge-platform/geti,True,21877.0,True,False
chonyy/AI-basketball-analysis,True,7204.0,False,False
patrick-llgc/Learning-Deep-Learning,True,261682.0,False,False
Renumics/spotlight,True,9824.0,True,True
tensorlayer/HyperPose,True,10797.0,True,False
Captain1986/CaptainBlackboard,True,10041.0,False,False
pprp/SimpleCVReproduction,True,9219.0,False,False
TimoBolkart/voca,True,10159.0,False,False
openpifpaf/openpifpaf,True,5277.0,True,True
Fantasy-Studio/Paint-by-Example,True,9051.0,False,False
PrunaAI/pruna,True,10261.0,True,True
GoGoDuck912/Self-Correction-Human-Parsing,True,5988.0,False,False
utiasSTARS/pykitti,True,3993.0,False,False
3DTopia/OpenLRM,True,8515.0,False,False
otaha178/Emotion-recognition,True,2344.0,False,False
BR-IDL/PaddleViT,True,87310.0,False,False
weihaox/awesome-image-translation,True,1876.0,False,False
Linketic/CityGaussian,True,7949.0,True,True
lpiccinelli-eth/UniDepth,True,12096.0,False,False
huoyijie/AdvancedEAST,True,5527.0,False,False
xtreme1-io/xtreme1,True,9633.0,True,False
xvjiarui/GCNet,True,15415.0,False,False
GeekAlexis/FastMOT,True,9978.0,False,False
stereolabs/zed-sdk,True,16133.0,True,False
NVlabs/VoxFormer,True,7579.0,False,False
YuliangXiu/ECON,True,19393.0,False,False
cleanlab/cleanvision,True,7180.0,True,True
lightaime/deep_gcns_torch,True,4711.0,False,False
lessthanoptimal/BoofCV,True,8853.0,True,False
HyperGAN/HyperGAN,True,7248.0,False,True
withoutbg/withoutbg-python,True,8667.0,True,True
SkalskiP/vlms-zero-to-hero,True,4705.0,False,False
VladimirYugay/Gaussian-SLAM,True,4145.0,False,False
hendrycks/robustness,True,7354.0,False,False
GaParmar/clean-fid,True,35607.0,False,True
MarkMoHR/Awesome-Image-Colorization,True,36910.0,False,False
Sharpiless/Yolov5-Deepsort,True,4159.0,False,False
junyanz/CatPapers,True,69486.0,False,False
pkhungurn/talking-head-anime-2-demo,True,10724.0,False,False
ubicomplab/rPPG-Toolbox,True,36137.0,False,False
bendangnuksung/Image-OutPainting,True,1485.0,False,False
tatsuyah/vehicle-detection,True,27631.0,False,False
lzhbrian/image-to-image-papers,True,24876.0,False,False
chengtan9907/OpenSTL,True,17432.0,False,True
kenshohara/video-classification-3d-cnn-pytorch,True,2144.0,False,False
youyuge34/Anime-InPainting,True,8879.0,False,False
TheShadow29/awesome-grounding,True,47439.0,False,False
simpler-env/SimplerEnv,True,19055.0,False,False
cvg/glue-factory,True,15884.0,True,True
noahcao/OC_SORT,True,6047.0,False,False
xverse-engine/XScene-UEPlugin,True,6722.0,False,False
andyzeng/visual-pushing-grasping,True,19808.0,False,False
vietnh1009/QuickDraw,True,2685.0,False,False
jeeliz/jeelizWeboji,True,16921.0,False,False
rykov8/ssd_keras,True,910.0,False,False
google-research/maxim,True,16648.0,False,False
hkchengrex/Cutie,True,5391.0,False,False
ayoolaolafenwa/PixelLib,True,16624.0,False,False
eszdman/PhotonCamera,True,1997.0,True,False
aangelopoulos/conformal-prediction,True,7522.0,False,False
BAILOOL/DoYouEvenLearn,True,16726.0,False,False
MIT-SPARK/VGGT-SLAM,True,7293.0,False,False
microsoft/Biodiversity,True,5921.0,True,False
rust-cv/cv,True,14765.0,True,False
qqlu/Entity,True,2228.0,False,False
NVIDIA-AI-IOT/redtail,True,6246.0,False,False
pkhungurn/talking-head-anime-3-demo,True,12730.0,False,False
IBM/MAX-Image-Resolution-Enhancer,True,11285.0,False,True
haltakov/natural-language-image-search,True,5210.0,False,False
huggingface/pytorch-pretrained-BigGAN,True,10842.0,False,False
CalciferZh/minimal-hand,True,4155.0,False,False
yashbhalgat/HashNeRF-pytorch,True,3630.0,False,False
qubvel/ttach,True,4706.0,True,True
hukenovs/hagrid,True,21254.0,False,False
gigwegbe/tinyml-papers-and-projects,True,51526.0,False,False
Jumpat/SegmentAnythingin3D,True,9149.0,False,False
unrealcv/synthetic-computer-vision,True,15863.0,False,False
rmislam/PythonSIFT,True,3235.0,False,False
DLR-RM/3DObjectTracking,True,4368.0,False,False
SkalskiP/awesome-chatgpt-code-interpreter-experiments,True,19157.0,False,False
kylemcdonald/FaceTracker,True,4309.0,False,False
amusi/CV-Company-List,True,5945.0,False,False
wpeebles/gangealing,True,22053.0,False,False
maximeraafat/BlenderNeRF,True,12955.0,False,False
xiaoyufenfei/Efficient-Segmentation-Networks,True,8348.0,False,False
jianzongwu/Awesome-Open-Vocabulary,True,35780.0,False,False
Unity-Technologies/com.unity.perception,True,9875.0,False,False
OML-Team/open-metric-learning,True,43846.0,True,True
KaiyangZhou/pytorch-center-loss,True,4766.0,False,False
foamliu/Deep-Image-Matting,True,7152.0,False,False
Jumpat/SegAnyGAussians,True,7163.0,False,False
amusi/awesome-ai-awesomeness,True,22026.0,False,False
yurijmikhalevich/rclip,True,13171.0,True,True
nv-tlabs/NKSR,True,7497.0,False,False
3d-morphable-models/curated-list-of-awesome-3D-Morphable-Model-software-and-data,True,11398.0,False,False
sekwiatkowski/awesome-capsule-networks,True,11087.0,False,False
1adrianb/2D-and-3D-face-alignment,True,4175.0,False,False
DmitryRyumin/ICCV-2023-25-Papers,True,118721.0,True,False
Rishabh-creator601/Books,True,33555.0,False,False
qinzheng93/GeoTransformer,True,9973.0,False,False
MOLAorg/mola,True,33569.0,True,False
mees/calvin,True,21081.0,True,False
papercopilot/paperlists,True,15417.0,False,False
joeddav/devol,True,6329.0,False,False
sweeneychris/TheiaSfM,True,1072.0,False,False
FORTH-ModelBasedTracker/MocapNET,True,35455.0,False,False
aniketpotabatti/Data-Science-EBooks,True,996.0,False,False
google-research/pix2seq,True,14381.0,False,False
StanfordVL/GibsonEnv,True,29736.0,False,False
nv-tlabs/GSCNN,True,2981.0,False,False
haltakov/natural-language-youtube-search,True,3578.0,False,False
shenweichen/Coursera,True,3779.0,False,False
souvikmajumder26/Multi-Agent-Medical-Assistant,True,17069.0,True,False
MAC-VO/MAC-VO,True,12668.0,True,False
ahmetozlu/vehicle_counting_tensorflow,True,8662.0,False,False
jayin92/Skyfall-GS,True,14965.0,False,False
noahlevenson/stealing-ur-feelings,True,12081.0,False,False
AntonioTepsich/Convolutional-KANs,True,10528.0,False,False
baegwangbin/DSINE,True,13574.0,False,False
MarvinTeichmann/KittiSeg,True,8673.0,False,False
YyzHarry/imbalanced-regression,True,8562.0,False,False
EvelynFan/FaceFormer,True,7412.0,False,False
pathak22/context-encoder,True,6056.0,False,False
andyzeng/3dmatch-toolbox,True,16773.0,False,False
DeepTecher/awesome-autonomous-vehicle,True,42148.0,False,False
hustvl/YOLOS,True,14347.0,False,False
lagadic/visp,True,6836.0,True,False
microsoft/ML-For-Beginners,True,31491.0,True,False
apache/superset,True,23981.0,True,True
Asabeneh/30-Days-Of-Python,True,23483.0,False,False
scikit-learn/scikit-learn,True,7588.0,True,False
pandas-dev/pandas,True,11348.0,True,False
apache/airflow,True,40561.0,True,False
SimplifyJobs/Summer2026-Internships,True,175767.0,True,False
microsoft/Data-Science-For-Beginners,True,27446.0,False,False
reflex-dev/reflex,True,4400.0,True,True
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,True,18941.0,False,False
plotly/dash,True,6490.0,True,True
sinaptik-ai/pandas-ai,True,5713.0,True,True
PrefectHQ/prefect,True,8579.0,True,True
matplotlib/matplotlib,True,3972.0,True,False
marimo-team/marimo,True,16764.0,True,True
akfamily/akshare,True,10915.0,True,True
ipython/ipython,True,4462.0,True,True
dagster-io/dagster,True,6817.0,True,False
treeverse/dvc,True,12874.0,True,True
oxnr/awesome-bigdata,True,92162.0,False,False
microsoft/RD-Agent,True,34866.0,True,False
mwaskom/seaborn,True,3531.0,True,True
visenger/awesome-mlops,True,74222.0,False,False
jpmorganchase/python-training,True,1807.0,False,False
trinodb/trino,True,6695.0,True,False
rasbt/python-machine-learning-book,True,30650.0,False,False
OpenRefine/OpenRefine,True,4252.0,True,False
fivetran/great_expectations,True,4708.0,True,True
cleanlab/cleanlab,True,15189.0,True,True
statsmodels/statsmodels,True,6653.0,True,False
Yorko/mlcourse.ai,True,17357.0,False,False
chiphuyen/machine-learning-systems-design,True,2865.0,False,False
modin-project/modin,True,16048.0,True,False
pymupdf/PyMuPDF,True,25223.0,True,True
alexeygrigorev/data-science-interviews,True,1704.0,False,False
EpistasisLab/tpot,True,12949.0,True,False
drivendataorg/cookiecutter-data-science,True,5792.0,True,True
sktime/sktime,True,16486.0,True,False
pycaret/pycaret,True,11067.0,True,False
rapidsai/cudf,True,5045.0,True,False
goplus/xgo,True,15956.0,True,False
blue-yonder/tsfresh,True,9720.0,True,True
catboost/catboost,True,5279.0,True,False
mage-ai/mage-ai,True,4418.0,True,False
vaexio/vaex,True,5376.0,True,True
polakowo/vectorbt,True,12862.0,True,True
py-why/dowhy,True,16855.0,True,True
jackzhenguo/python-small-examples,True,21247.0,False,False
growthbook/growthbook,True,4022.0,True,False
evidentlyai/evidently,True,8484.0,True,True
alteryx/featuretools,True,11163.0,True,False
PriorLabs/TabPFN,True,19135.0,True,True
Visualize-ML/Book3_Elements-of-Mathematics,True,335.0,False,False
firmai/industry-machine-learning,True,80278.0,False,False
python-visualization/folium,True,2917.0,True,True
feast-dev/feast,True,16810.0,True,False
flyteorg/flyte,True,5427.0,True,False
jwilber/roughViz,True,21888.0,False,True
scikit-learn-contrib/imbalanced-learn,True,6068.0,True,False
mahmoud/boltons,True,5734.0,True,True
evidence-dev/evidence,True,2752.0,True,False
datajuicer/data-juicer,True,18458.0,True,True
OpenDCAI/DataFlow,True,35683.0,True,False
rhiever/Data-Analysis-and-Machine-Learning-Projects,True,4294.0,False,False
qinwf/awesome-R,True,76149.0,True,False
rushter/data-science-blogs,True,24651.0,False,False
pachyderm/pachyderm,True,3664.0,True,False
nteract/archived-desktop-app,True,5783.0,True,False
aimhubio/aim,True,34221.0,True,True
snorkel-team/snorkel,True,8319.0,True,False
speedyapply/2027-AI-College-Jobs,True,61903.0,True,False
online-ml/river,True,8267.0,True,False
ujjwalkarn/DataSciencePython,True,26935.0,False,False
biolab/orange3,True,8865.0,True,False
airbnb/knowledge-repo,True,4079.0,True,True
aaronwangy/Data-Science-Cheatsheet,True,2814.0,False,False
lux-org/lux,True,16071.0,True,True
business-science/ai-data-science-team,True,3954.0,False,False
kelvins/awesome-mlops,True,41288.0,True,False
man-group/dtale,True,101026.0,False,True
rasbt/mlxtend,True,5745.0,True,False
hadley/r4ds,True,1840.0,True,False
javascriptdata/danfojs,True,8815.0,True,False
alandefreitas/matplotplusplus,True,351588.0,True,False
Nixtla/statsforecast,True,25252.0,True,True
jonkrohn/ML-foundations,True,11158.0,False,False
markusschanta/awesome-jupyter,True,29744.0,True,False
okfn-brasil/serenata-de-amor,True,7012.0,False,False
ruc-datalab/DeepAnalyze,True,23222.0,False,False
mljar/mercury,True,8088.0,True,False
ndleah/python-mini-project,True,8224.0,False,False
CodeCutTech/Data-science,True,10133.0,True,False
iterative/cml,True,25245.0,True,True
kubeflow/pipelines,True,6538.0,True,False
anu0012/awesome-computer-science-opportunities,True,20743.0,False,False
orchest/orchest,True,8199.0,True,False
stumpy-dev/stumpy,True,26589.0,True,True
aws/aws-sdk-pandas,True,14501.0,True,True
shashankvemuri/Finance,True,2218.0,False,False
jphall663/awesome-machine-learning-interpretability,True,1195.0,False,False
nteract/hydrogen,True,6583.0,True,False
gee-community/geemap,True,8207.0,True,True
gopherdata/gophernotes,True,11798.0,False,False
jeroenjanssens/data-science-at-the-command-line,True,704.0,False,False
Netflix/maestro,True,5767.0,True,False
justmarkham/scikit-learn-videos,True,7287.0,False,False
jtablesaw/tablesaw,True,7122.0,True,False
opengeos/leafmap,True,12794.0,True,True
polyaxon/polyaxon,True,7931.0,True,False
chiphuyen/python-is-cool,True,18718.0,False,False
Jon-Becker/prediction-market-analysis,True,5267.0,True,True
astroautomata/PySR,True,40160.0,True,False
spotify/chartify,True,3217.0,True,True
ploomber/ploomber,True,5798.0,True,True
alibaba/GraphScope,True,24679.0,True,False
fastai/fastpages,True,34477.0,True,False
krzjoa/awesome-python-data-science,True,61706.0,True,False
ethen8181/machine-learning,True,41368.0,False,False
antonycourtney/tad,True,5331.0,False,False
microsoft/tensorwatch,True,15416.0,False,False
edtechre/pybroker,True,6799.0,True,True
rio-labs/rio,True,8136.0,True,True
rbhatia46/Data-Science-Interview-Resources,True,36541.0,False,False
matheusfacure/python-causality-handbook,True,3854.0,False,False
GokuMohandas/mlops-course,True,22881.0,True,True
databricks/koalas,True,5190.0,True,False
tirthajyoti/Machine-Learning-with-Python,True,12713.0,False,False
Visualize-ML/Book7_Visualizations-for-Machine-Learning,True,362.0,False,False
mljar/mljar-supervised,True,27518.0,True,True
determined-ai/determined,True,4749.0,True,False
tirthajyoti/Data-science-best-resources,True,71798.0,False,False
dotnet/interactive,True,5577.0,False,False
opengeos/geoai,True,10942.0,True,True
parrt/dtreeviz,True,18608.0,False,False
spark-notebook/spark-notebook,True,12721.0,False,False
nidhaloff/igel,True,46203.0,True,True
bfortuner/ml-glossary,True,4062.0,False,False
fbdesignpro/sweetviz,True,20468.0,False,False
aksnzhy/xlearn,True,5012.0,False,False
shogun-toolbox/shogun,True,3617.0,False,True
stellargraph/stellargraph,True,21590.0,True,True
libffcv/ffcv,True,12969.0,True,True
datafold/data-diff,True,688.0,True,True
letianzj/QuantResearch,True,4447.0,False,False
afshinea/stanford-cs-221-artificial-intelligence,True,2544.0,False,False
hosseinmoein/DataFrame,True,12976.0,True,False
Visualize-ML/Linear-Algebra-Made-Easy---Learn-with-Python-and-Visualization,False,0.0,False,False
deepnote/deepnote,True,8680.0,True,False
tirthajyoti/Papers-Literature-ML-DL-RL-AI,True,2614.0,False,False
tkarim45/Beginner-Data-Science-Projects,True,12510.0,False,False
chdb-io/chdb,True,27636.0,True,True
whylabs/whylogs,True,17611.0,True,False
rasbt/deep-learning-book,True,7372.0,False,False
Visualize-ML/Book6_First-Course-in-Data-Science,True,335.0,False,False
eddwebster/football_analytics,True,449011.0,False,False
bytewax/awesome-public-real-time-datasets,True,17757.0,False,False
mito-ds/mito,True,3433.0,True,True
CamDavidsonPilon/lifelines,True,2257.0,True,False
yuankunzhang/charming,True,23155.0,True,False
weijie-chen/Linear-Algebra-With-Python,True,7678.0,True,False
justinzm/gopup,True,6385.0,False,False
apache/hamilton,True,18993.0,True,True
supabase/supabase-py,True,3569.0,True,False
scverse/scanpy,True,4687.0,True,True
unslothai/hyperlearn,True,7909.0,False,False
mckinsey/causalnex,True,6300.0,False,True
yunabe/lgo,True,16194.0,False,False
Lightning-AI/torchmetrics,True,13938.0,True,True
PizzaDeDados/datascience-pizza,True,10282.0,False,False
benedekrozemberczki/awesome-community-detection,True,3169.0,False,False
lining808/CS-Ebook,True,48000.0,False,False
man-group/ArcticDB,True,9533.0,True,False
reiinakano/scikit-plot,True,6034.0,False,False
metarank/metarank,True,11276.0,True,False
jayinai/data-science-question-answer,True,35136.0,False,False
Ph055a/OSINT_Collection,True,45946.0,False,False
hesamsheikh/ml-retreat,True,3106.0,False,False
refuel-ai/autolabel,True,9394.0,True,True
zasper-io/zasper,True,14199.0,True,False
thenaturalist/awesome-business-intelligence,True,13937.0,False,False
claimed-framework/claimed,True,11971.0,True,True
approximatelabs/sketch,True,4058.0,True,True
MarcSkovMadsen/awesome-streamlit,True,29265.0,False,True
moj-analytical-services/splink,True,10736.0,True,True
feature-engine/feature_engine,True,9671.0,False,True
mGalarnyk/datasciencecoursera,True,2490.0,False,False
justmarkham/pandas-videos,True,10364.0,False,False
sfu-db/dataprep,True,14632.0,True,False
neonwatty/machine-learning-refined,True,58543.0,False,False
wooey/Wooey,True,1601.0,True,True
orico/www.mlcompendium.com,True,2884.0,False,False
pretzelai/pretzelai,True,16772.0,True,False
Esri/arcgis-python-api,True,3406.0,True,False
the-turing-way/the-turing-way,True,297465.0,True,True
alexhallam/tv,True,20755.0,True,False
ujjwalkarn/DataScienceR,True,23213.0,False,False
NannyML/nannyml,True,21220.0,True,True
cerlymarco/MEDIUM_NoteBook,True,20447.0,False,False
AlexIoannides/pyspark-example-project,True,15692.0,False,True
pymc-devs/pymc-resources,True,2163.0,True,False
pydoit/doit,True,2847.0,True,True
TileDB-Inc/TileDB,True,5426.0,True,False
bytewax/bytewax,True,8798.0,True,False
WenjieDu/PyPOTS,True,43028.0,True,True
danijar/handout,True,1483.0,False,False
Azure/azureml-examples,True,2566.0,True,False
BlazingDB/blazingsql,True,11062.0,True,True
featureform/featureform,True,8755.0,True,True
robertmartin8/MachineLearningStocks,True,21620.0,False,True
shervinea/mit-15-003-data-science-tools,True,3542.0,False,False
feathr-ai/feathr,True,15288.0,True,False
mrsaeeddev/free-ai-resources,True,18927.0,False,False
JuliaAI/MLJ.jl,True,1636.0,True,False
diffgram/diffgram,True,5910.0,True,False
szilard/benchm-ml,True,37245.0,False,False
safe-graph/graph-fraud-detection-papers,True,107145.0,False,False
opengeos/GeoLibre,True,55968.0,True,True
camoverride/lit,True,13114.0,False,False
benedekrozemberczki/awesome-fraud-detection-papers,True,50439.0,False,False
microsoft/responsible-ai-toolbox,True,17220.0,True,False
apachecn/python_data_analysis_and_mining_action,True,1138.0,False,False
tidyverse/tidyverse,True,5295.0,True,True
LastAncientOne/Deep_Learning_Machine_Learning_Stock,True,13865.0,False,False
starpig1129/DATAGEN,True,10054.0,False,True
enzoampil/fastquant,True,11584.0,True,False
justmarkham/scikit-learn-tips,True,32579.0,False,False
ScottfreeLLC/AlphaPy,True,4520.0,False,False
JifuZhao/DS-Take-Home,True,3058.0,False,False
PavelGrigoryevDS/awesome-data-analysis,True,136359.0,True,False
mlrun/mlrun,True,13516.0,True,True
mlr-org/mlr,True,5900.0,True,True
kyleskom/NBA-Machine-Learning-Sports-Betting,True,3989.0,False,False
iphysresearch/DataSciComp,True,7386.0,False,False
iamtodor/data-science-interview-questions-and-answers,True,72482.0,False,False
jadianes/spark-py-notebooks,True,7620.0,False,False
ClimbsRocks/auto_ml,True,9063.0,False,True
tomasonjo/blogs,True,225.0,False,False
skrub-data/skrub,True,1890.0,True,False
github/covid19-dashboard,True,14390.0,True,False
justmarkham/DAT8,True,81907.0,False,False
OpenDCAI/DataFlex,True,12296.0,True,False
joaomilho/Enterprise,True,21063.0,False,False
hadley/stats337,True,14946.0,False,False
benthecoder/yt-channels-DS-AI-ML-CS,True,16186.0,False,False
csinva/imodels,True,29014.0,True,True
keras-team/keras-contrib,True,3554.0,False,True
google/uncertainty-baselines,True,14459.0,True,False
RamiAwar/dataline,True,14220.0,True,False
kantord/just-dashboard,True,1945.0,True,False
alinebastos/dev-practice,True,9472.0,False,False
business-science/awesome-generative-ai-data-scientist,True,51799.0,False,False
scikit-learn-contrib/MAPIE,True,10728.0,True,False
quixio/quix-streams,True,7210.0,True,True
nubank/fklearn,True,2935.0,True,True
AxeldeRomblay/MLBox,True,2781.0,False,True
hi-primus/optimus,True,8061.0,True,True
davidADSP/Generative_Deep_Learning_2nd_Edition,True,4213.0,False,False
skforecast/skforecast,True,17749.0,True,True
nivu/ai_all_resources,True,43515.0,True,False
firmai/awesome-google-colab,True,12591.0,False,False
sepandhaghighi/pycm,True,29985.0,True,False
h2oai/h2o-tutorials,True,3663.0,False,False
EliotAndres/kaggle-past-solutions,True,1197.0,False,False
CodeCutTech/Efficient_Python_tricks_and_tools_for_data_scientists,True,2401.0,True,False
ModelOriented/DALEX,True,10625.0,True,True
eBay/tsv-utils,True,35414.0,True,False
CamDavidsonPilon/lifetimes,True,4536.0,True,True
DLTK/DLTK,True,7889.0,False,True
MLReef/mlreef,True,8384.0,False,False
sfirke/janitor,True,13738.0,True,True
ikatsov/tensor-house,True,17696.0,False,False
akfamily/aktools,True,13566.0,True,True
zama-ai/concrete-ml,True,15274.0,True,True
WecoAI/aideml,True,8406.0,True,True
denizyuret/Knet.jl,True,4985.0,True,False
andresvourakis/data-scientist-handbook,True,19232.0,False,False
GoogleCloudPlatform/data-science-on-gcp,True,2107.0,False,False
opendatadiscovery/odd-platform,True,16016.0,True,True
fmind/mlops-python-package,True,45162.0,True,True
business-science/free_r_tips,True,281.0,False,False
aeon-toolkit/aeon,True,21221.0,True,False
MiteshPuthran/Speech-Emotion-Analyzer,True,4853.0,False,False
crazyhottommy/getting-started-with-genomics-tools-and-resources,True,85898.0,False,False
kotartemiy/pygooglenews,True,18881.0,False,False
LongOnly/Quantitative-Notebooks,True,931.0,False,False
amphi-ai/amphi-etl,True,7165.0,True,False
hurshd0/must-read-papers-for-ml,True,19997.0,False,False
sintel-dev/Orion,True,9790.0,True,True
okfn-brasil/querido-diario,True,11338.0,True,False
jrfiedler/causal_inference_python_code,True,1341.0,False,False
ebhy/budgetml,True,6373.0,True,False
ropensci/drake,True,34516.0,True,True
devAmoghS/Machine-Learning-with-Python,True,7518.0,False,False
alan-turing-institute/CleverCSV,True,17722.0,True,True
TeoMeWhy/teomerefs,True,18806.0,False,False
PatMartin/Dex,True,4618.0,False,False
gboeing/ppde642,True,2775.0,True,False
nok/sklearn-porter,True,19167.0,False,True
mandiant/ThreatPursuit-VM,True,3624.0,False,False
logicalclocks/hopsworks,True,9921.0,True,False
rocketlaunchr/dataframe-go,True,17863.0,False,False
DataWithBaraa/sql-ultimate-course,True,5387.0,False,False
elixir-explorer/explorer,True,10573.0,True,False
reiinakano/xcessiv,True,4367.0,False,False
egbertbouman/youtube-comment-downloader,True,2324.0,True,True
zinggAI/zingg,True,8632.0,True,False
run-house/kubetorch,True,3195.0,True,False
nfstream/nfstream,True,25566.0,True,True
ChawlaAvi/Daily-Dose-of-Data-Science,True,89607.0,False,False
annoviko/pyclustering,True,20117.0,True,False
pro1code1hack/Your-Journey-To-Fluent-Python,True,18397.0,False,False
predict-idlab/plotly-resampler,True,11961.0,True,True
xorbitsai/xorbits,True,6943.0,True,False
pymc-labs/pymc-marketing,True,20243.0,True,True
JuliaStats/Distributions.jl,True,3934.0,True,False
DeepWisdom/AutoDL,True,13078.0,False,False
compdemocracy/polis,True,14620.0,True,False
deepfence/FlowMeter,True,4030.0,False,False
durgeshsamariya/Data-Science-Machine-Learning-Project-with-Source-Code,True,4116.0,False,False
daochenzha/data-centric-AI,True,41186.0,False,False
OSGeo/grass,True,5598.0,True,False
seadog007/smc.peering.tw,True,8739.0,True,False
Shujian2015/FreeML,True,15451.0,False,False
shaypal5/awesome-twitter-data,True,20164.0,True,False
