full_name,has_readme,readme_size,has_ci,has_tests
lonePatient/awesome-pretrained-chinese-nlp-models,True,28794.0,False,False
HIT-SCIR/ltp,True,13010.0,True,False
dsdanielpark/Bard-API,True,27649.0,True,True
chatopera/Synonyms,True,15799.0,False,False
hiyouga/EasyR1,True,14652.0,True,True
argilla-io/argilla,True,9279.0,True,False
SCIR-HI/Huatuo-Llama-Med-Chinese,True,18806.0,False,False
shibing624/text2vec,True,50339.0,True,True
openvenues/libpostal,True,47305.0,True,False
maziyarpanahi/openmed,True,29338.0,True,True
makcedward/nlpaug,True,14610.0,True,False
promptslab/Promptify,True,6763.0,True,True
bentrevett/pytorch-sentiment-analysis,True,3870.0,False,False
spro/practical-pytorch,True,4063.0,False,False
CLUEbenchmark/CLUEDatasetSearch,True,94773.0,False,False
microsoft/LMOps,True,6558.0,False,False
wooorm/franc,True,7914.0,True,False
thunlp/PromptPapers,True,38807.0,False,False
esbatmop/MNBVC,True,9668.0,False,False
SylphAI-Inc/AdalFlow,True,19114.0,True,False
JohnSnowLabs/spark-nlp,True,17890.0,True,False
snipsco/snips-nlu,True,10590.0,False,False
dongrixinyu/JioNLP,True,23485.0,False,False
yuanzhoulvpi2017/zero_nlp,True,7973.0,False,False
datawhalechina/daily-interview,True,7990.0,True,False
aurelio-labs/semantic-router,True,8657.0,True,True
eosphoros-ai/Awesome-Text2SQL,True,58547.0,False,False
miso-belica/sumy,True,5033.0,True,True
princeton-nlp/SimCSE,True,17220.0,True,False
PaddlePaddle/awesome-DeepLearning,True,47491.0,False,False
pytorch/text,True,7210.0,True,False
ml-tooling/ml-workspace,True,73871.0,True,False
ben1234560/AiLearning-Theory-Applying,True,15399.0,False,False
fastai/course-nlp,True,3330.0,False,False
jaymody/picoGPT,True,2395.0,False,False
QData/TextAttack,True,35927.0,True,True
ownthink/Jiagu,True,7048.0,False,False
codefuse-ai/Awesome-Code-LLM,True,504890.0,False,False
datawhalechina/learn-nlp-with-transformers,True,3421.0,False,False
graykode/nlp-roadmap,True,3118.0,False,False
deepdoctection/deepdoctection,True,7550.0,True,False
neuralmagic/deepsparse,True,2458.0,True,True
kzbkzb/Python-AI,True,104170.0,False,False
textlint/textlint,True,25168.0,True,False
zjunlp/LLMAgentPapers,True,65718.0,False,False
jdkato/prose,True,10365.0,False,False
guillaume-be/rust-bert,True,31282.0,True,True
CVI-SZU/Linly,True,86505.0,False,False
bigscience-workshop/promptsource,True,9587.0,True,False
endymecy/awesome-deeplearning-resources,True,17189.0,False,False
Kyubyong/nlp_tasks,True,41182.0,False,False
yangjianxin1/GPT2-chitchat,True,11761.0,False,False
li-plus/chatglm.cpp,True,25354.0,True,True
DSKSD/DeepNLP-models-Pytorch,True,4846.0,False,False
IntelLabs/nlp-architect,True,9187.0,True,True
jbesomi/texthero,True,13836.0,True,True
eugeneyan/ml-surveys,True,7541.0,False,False
huggingface/neuralcoref,True,15837.0,False,False
explosion/thinc,True,11419.0,True,False
tensorflow/lingvo,True,14666.0,False,False
readbeyond/aeneas,True,16358.0,False,False
go-ego/gse,True,9019.0,True,False
huggingface/knockknock,True,16549.0,False,False
adapter-hub/adapters,True,11737.0,True,True
huggingface/setfit,True,7672.0,True,True
TeamHG-Memex/eli5,True,3999.0,True,True
thisandagain/sentiment,True,8514.0,False,False
ZHZisZZ/dllm,True,16713.0,False,False
baidu/Familia,True,7512.0,False,False
blmoistawinde/HarvestText,True,44865.0,True,True
GanjinZero/awesome_Chinese_medical_NLP,True,9223.0,False,False
km1994/NLP-Interview-Notes,True,59858.0,False,False
luban-agi/Awesome-Domain-LLM,True,49693.0,False,False
dmlc/gluon-nlp,True,3605.0,True,True
aleju/papers,True,14542.0,False,False
curiousily/Getting-Things-Done-with-Pytorch,True,2480.0,False,False
duoergun0729/nlp,True,3282.0,False,False
fhamborg/news-please,True,14565.0,False,False
xusenlinzy/api-for-open-llm,True,10398.0,False,True
github/CodeSearchNet,True,20988.0,True,True
milvus-io/bootcamp,True,5405.0,True,False
alan-ai/alan-sdk-web,True,4130.0,False,False
explosion/spacy-course,True,21853.0,False,False
HarderThenHarder/transformers_tasks,True,5314.0,False,False
allenai/RL4LMs,True,16977.0,False,False
BrikerMan/Kashgari,True,6745.0,True,True
eon01/awesome-chatgpt,True,30049.0,False,False
google-research/electra,True,17704.0,False,False
facebookresearch/large_concept_model,True,13879.0,True,True
RasaHQ/rasa_core,True,480.0,False,True
JasonKessler/scattertext,True,156823.0,False,False
superlinked/sie,True,8809.0,False,False
Separius/awesome-sentence-embedding,True,57244.0,False,False
luopeixiang/named_entity_recognition,True,9588.0,False,False
eikek/docspell,True,6254.0,True,False
chiphuyen/lazynlp,True,10439.0,False,False
NLP-LOVE/Introduction-NLP,True,3453.0,False,False
crownpku/Information-Extraction-Chinese,True,1054.0,False,False
namisan/mt-dnn,True,13393.0,False,True
TigerResearch/TigerBot,True,44154.0,False,False
beir-cellar/beir,True,27120.0,False,False
lonePatient/BERT-NER-Pytorch,True,3169.0,False,False
chartbeat-labs/textacy,True,2054.0,True,True
TingFree/NLPer-Arsenal,True,59285.0,False,False
PetrochukM/PyTorch-NLP,True,8961.0,False,True
DerwenAI/pytextrank,True,7464.0,True,True
zjukg/KG-LLM-Papers,True,47300.0,False,False
google-research/uda,True,8015.0,False,False
NX-AI/xlstm,True,11988.0,True,True
alibaba/EasyNLP,True,19659.0,True,True
MinishLab/model2vec,True,13035.0,True,True
neuralmagic/sparseml,True,2317.0,True,True
songyouwei/ABSA-PyTorch,True,11098.0,False,False
asappresearch/sru,True,3609.0,True,False
jalammar/ecco,True,11238.0,True,True
koth/kcws,True,3089.0,False,False
delip/PyTorchNLPBook,True,2149.0,False,False
alibaba/AliceMind,True,14570.0,False,False
KudoAI/chatgpt.js,True,42926.0,True,True
ivan-bilan/The-NLP-Pandect,True,95611.0,False,False
NanoNets/docext,True,7280.0,True,False
CryptoAILab/Awesome-LM-SSP,True,5933.0,False,False
tatsu-lab/alpaca_eval,True,84471.0,True,True
allenai/scispacy,True,16974.0,True,True
ymcui/Chinese-LLaMA-Alpaca-3,True,31066.0,True,False
Andrew-Jang/RAGHub,True,47418.0,False,False
rguthrie3/DeepLearningForNLPInPytorch,True,5219.0,False,False
typedgrammar/typed-japanese,True,9477.0,True,False
google/sling,True,3323.0,False,False
explosion/spacy-models,True,11556.0,False,True
425776024/nlpcda,True,15642.0,False,False
jsksxs360/How-to-use-Transformers,True,4306.0,False,False
totogo/awesome-knowledge-graph,True,19572.0,False,False
SqueezeAILab/LLMCompiler,True,5952.0,False,False
shcherbak-ai/contextgem,True,22877.0,True,True
nlpodyssey/spago,True,6093.0,True,False
GauravBh1010tt/DeepLearn,True,4255.0,False,False
Jiakui/awesome-bert,True,42201.0,False,False
nltk/nltk_data,True,1685.0,True,False
BDBC-KG-NLP/QA-Survey-CN,True,6369.0,False,False
yongzhuo/Keras-TextClassification,True,9959.0,False,False
didi/ChineseNLP,True,2711.0,False,False
xavier-zy/Awesome-pytorch-list-CNVersion,True,119837.0,False,False
undertheseanlp/underthesea,True,9932.0,True,True
microsoft/Recognizers-Text,True,9549.0,False,False
IntelLabs/fastRAG,True,6326.0,False,False
ChineseGLUE/ChineseGLUE,True,39421.0,False,False
mesolitica/NLP-Models-Tensorflow,True,21104.0,False,False
ChenglongChen/kaggle-CrowdFlower,True,2085.0,False,False
neuml/paperai,True,11310.0,True,False
yobix-ai/extractous,True,12921.0,True,False
lihanghang/NLP-Knowledge-Graph,True,26762.0,False,False
pemistahl/lingua-py,True,28215.0,True,False
PaddlePaddle/Research,True,11847.0,False,False
huggingface/transfer-learning-conv-ai,True,9552.0,False,False
deepset-ai/FARM,True,21809.0,True,False
google/budoux,True,9969.0,True,True
Roshanson/TextInfoExp,True,1359.0,False,False
Franck-Dernoncourt/NeuroNER,True,11025.0,False,False
lukalabs/cakechat,True,24831.0,False,False
airaria/TextBrewer,True,27002.0,False,False
allenai/scibert,True,11103.0,False,False
imcaspar/gpt2-ml,True,3354.0,False,False
AnswerDotAI/ModernBERT,True,6533.0,False,True
neomatrix369/awesome-ai-ml-dl,True,15940.0,False,False
graph4ai/graph4nlp,True,23185.0,True,False
explosion/sense2vec,True,53108.0,True,False
nyu-mll/jiant,True,6196.0,True,True
plasticityai/magnitude,True,60006.0,False,True
chrismattmann/tika-python,True,14109.0,True,True
jasonwei20/eda_nlp,True,5553.0,False,False
ymcui/Chinese-XLNet,True,18244.0,False,False
dair-ai/Transformers-Recipe,True,4999.0,False,False
datamade/usaddress,True,5525.0,True,True
timoschick/pet,True,15049.0,False,False
yoshitomo-matsubara/torchdistill,True,24044.0,True,True
stanford-oval/WikiChat,True,24246.0,False,True
Delta-ML/delta,True,11167.0,False,False
apache/opennlp,True,10624.0,True,False
R6410418/Jackrong-llm-finetuning-guide,True,8834.0,False,False
enoch3712/ExtractThinker,True,11912.0,True,True
shibing624/similarity,True,11842.0,False,False
thunlp/TAADpapers,True,44154.0,False,False
juand-r/entity-recognition-datasets,True,46621.0,False,False
capitalone/DataProfiler,True,23572.0,True,False
bfelbo/DeepMoji,True,5649.0,False,True
web-arena-x/webarena,True,9717.0,True,True
Tencent/TurboTransformers,True,11876.0,True,False
allenai/bi-att-flow,True,6576.0,False,False
HKUSTDial/NL2SQL_Handbook,True,53041.0,False,False
robocorp/rpaframework,True,28255.0,True,False
yongzhuo/nlp_xiaojiang,True,7784.0,False,False
allenai/dolma,True,3417.0,True,True
tstanislawek/awesome-document-understanding,True,35386.0,False,False
NLPchina/nlp-lang,True,993.0,False,False
konlpy/konlpy,True,1348.0,False,False
dair-ai/nlp_paper_summaries,True,7470.0,False,False
code-kern-ai/refinery,True,36584.0,False,False
sb-ai-lab/LightAutoML,True,10616.0,True,True
demidovakatya/vvedenie-mashinnoe-obuchenie,True,23339.0,False,False
ymcui/Chinese-ELECTRA,True,26572.0,False,False
explosion/projects,True,5978.0,True,False
fergiemcdowall/search-index,True,1220.0,True,False
gunthercox/chatterbot-corpus,True,2131.0,True,True
cdpierse/transformers-interpret,True,44904.0,True,False
oracle/tribuo,True,16315.0,True,True
obsei/obsei,True,39962.0,True,False
Hello-SimpleAI/chatgpt-comparison-detection,True,9844.0,False,False
roshan-research/hazm,True,7585.0,True,True
SKTBrain/KoBERT,True,9771.0,False,False
explosion/spacy-transformers,True,4671.0,True,False
DragonComputer/Dragonfire,True,18953.0,True,False
explosion/spacy-llm,True,8450.0,True,False
Maluuba/nlg-eval,True,8419.0,False,False
yao8839836/text_gcn,True,1091.0,False,False
winkjs/wink-nlp,True,13471.0,True,False
fukuball/jieba-php,True,40811.0,True,False
lyeoni/nlp-tutorial,True,4177.0,False,False
pemistahl/lingua-go,True,156418.0,True,False
natasha/natasha,True,22896.0,True,True
ahmetaa/zemberek-nlp,True,3413.0,False,False
chizhu/KGQA_HLM,True,2860.0,False,False
DengBoCong/nlp-paper,True,115347.0,False,False
Tongjilibo/bert4torch,True,71577.0,False,False
omarsar/nlp_overview,True,7001.0,False,False
facebookarchive/duckling_old,True,1547.0,False,False
jackaduma/awesome_LLMs_interview_notes,True,622.0,False,False
SeanLee97/xmnlp,True,17854.0,True,True
hyperonym/basaran,True,10430.0,True,True
unitaryai/detoxify,True,13394.0,True,True
YeYzheng/KGQA-Based-On-medicine,True,2932.0,False,False
NVIDIA-Merlin/Transformers4Rec,True,13359.0,True,True
MilaNLProc/contextualized-topic-models,True,20103.0,True,True
summanlp/textrank,True,4414.0,False,False
amaiya/ktrain,True,31949.0,True,True
gnes-ai/gnes,True,26038.0,False,True
linkedin/detext,True,7511.0,True,False
zhaoyang97/Paper-Notes,True,8038.0,True,False
sajal2692/data-science-portfolio,True,9099.0,True,False
Hyperparticle/one-pixel-attack-keras,True,9357.0,False,False
roomylee/awesome-relation-extraction,True,23134.0,False,False
bheinzerling/bpemb,True,18522.0,False,False
babylonhealth/fastText_multilingual,True,17415.0,False,False
roatienza/Deep-Learning-Experiments,True,8633.0,False,False
huggingface/hmtl,True,4633.0,False,False
jncraton/languagemodels,True,7108.0,True,False
RubensZimbres/Repo-2017,True,8687.0,False,False
taranis-ai/taranis-ai,True,5477.0,True,False
kavgan/nlp-in-practice,True,4533.0,False,False
openvinotoolkit/nncf,True,28104.0,True,True
foochane/books,True,3897.0,False,False
ashishpatel26/Treasure-of-Transformers,True,85024.0,True,False
uber-research/PPLM,True,4316.0,False,False
cedrickchee/awesome-transformer-nlp,True,104918.0,False,False
patil-suraj/question_generation,True,15692.0,False,False
NovaSearch-Team/RAG-Retrieval,True,10150.0,False,True
EdinburghNLP/awesome-hallucination-detection,True,92728.0,False,False
datadreamer-dev/DataDreamer,True,8492.0,True,False
google-research-datasets/wit,True,7996.0,False,False
HarryR/z80ai,True,7034.0,True,False
liucongg/GPT2-NewsTitle,True,12724.0,False,False
skygazer42/DL-Hub,True,118264.0,True,True
pemistahl/lingua-rs,True,32752.0,True,True
thunlp/THUOCL,True,7104.0,False,False
datumbox/datumbox-framework,True,6344.0,False,False
huggingface/awesome-huggingface,True,11029.0,False,False
greyblake/whatlang-rs,True,7015.0,True,True
makcedward/nlp,True,24795.0,False,False
arbox/nlp-with-ruby,True,32758.0,False,False
mihail911/nlp-library,True,24961.0,False,False
datawhalechina/diy-llm,True,14661.0,True,False
chenyuntc/PyTorchText,True,7406.0,False,False
Neph0s/awesome-llm-role-playing-with-persona,True,48683.0,False,False
thunlp/OpenDelta,True,7839.0,False,False
iwangjian/Paper-Reading-ConvAI,True,133313.0,False,False
SCIR-HI/Med-ChatGLM,True,7938.0,False,False
jfilter/clean-text,True,7957.0,True,True
towardsai/tutorials,True,4870.0,False,False
bilibili/Index-1.9B,True,15841.0,False,False
bigscience-workshop/bigscience,True,5117.0,False,True
nlptown/nlp-notebooks,True,3064.0,False,False
CLUEbenchmark/CLUECorpus2020,True,5582.0,False,False
graykode/gpt-2-Pytorch,True,4565.0,False,False
ggeop/Python-ai-assistant,True,7329.0,False,False
kakaobrain/kogpt,True,11573.0,False,False
zjunlp/Prompt4ReasoningPapers,True,46931.0,False,False
xcfcode/Summarization-Papers,True,644313.0,False,False
naver/splade,True,17587.0,False,False
AndrewZhe/lawyer-llama,True,19170.0,False,False
taishi-i/awesome-japanese-nlp-resources,True,240444.0,False,False
whylabs/langkit,True,3946.0,True,False
TinyLLaVA/TinyLLaVA_Factory,True,19689.0,False,False
IAAR-Shanghai/SurveyX,True,14808.0,False,False
keras-team/keras-hub,True,6198.0,True,False
lovit/soynlp,True,24692.0,True,False
localminimum/QANet,True,5851.0,False,False
autoliuweijie/K-BERT,True,6156.0,False,False
uber-archive/plato-research-dialogue-system,True,44749.0,False,False
VKCOM/YouTokenToMe,True,9343.0,False,True
grammarly/gector,True,9385.0,False,False
kennethleungty/Llama-2-Open-Source-LLM-CPU-Inference,True,3814.0,False,False
wikipedia2vec/wikipedia2vec,True,6796.0,True,True
Denis2054/Transformers-for-NLP-2nd-Edition,True,47252.0,False,False
brightmart/bert_language_understanding,True,19457.0,False,False
messense/jieba-rs,True,3008.0,True,False
paschmann/rasa-ui,True,4165.0,False,False
OmkarPathak/pyresparser,True,5972.0,False,False
huawei-noah/bolt,True,20512.0,True,False
lixiang0/WEB_KG,True,1544.0,False,False
HUANGZHIHAO1994/weibo-analysis-and-visualization,True,5939.0,False,False
MorvanZhou/NLP-Tutorials,True,6480.0,False,False
wuwenjie1992/StarryDivineSky,True,222932.0,True,False
FudanDISC/DISC-LawLLM,True,20389.0,False,False
monarch-initiative/ontogpt,True,6885.0,True,True
xiamx/awesome-sentiment-analysis,True,9964.0,False,False
lonePatient/Bert-Multi-Label-Text-Classification,True,4798.0,False,False
lionsoul2014/jcseg,True,49760.0,False,False
candle-org/mindnlp,True,8345.0,True,True
sberbank-ai-lab/LightAutoML,True,13501.0,True,True
Jiakui/awesome-gcn,True,15221.0,False,False
datawhalechina/base-llm,True,11801.0,False,False
google/langfun,True,5225.0,True,False
cltk/cltk,True,4572.0,True,True
nikitakit/self-attentive-parser,True,19780.0,False,False
anupamchugh/iowncode,True,5552.0,False,False
explosion/spacy-layout,True,12925.0,True,True
atulkum/pointer_summarizer,True,5157.0,False,False
williamSYSU/TextGAN-PyTorch,True,9250.0,False,False
shibing624/similarities,True,12094.0,True,True
AmoDinho/datacamp-python-data-science-track,True,4353.0,False,False
zamalali/DeepGit,True,6489.0,True,True
explosion/curated-transformers,True,4606.0,True,False
rodrigopivi/Chatito,True,9424.0,False,False
huggingface/dataset-viewer,True,2308.0,True,False
openvenues/pypostal,True,3535.0,False,False
The-FinAI/PIXIU,True,52768.0,False,False
antoniolupetti/algebrica,True,5978.0,False,False
wangyuxinwhy/uniem,True,6596.0,True,True
bishwaghimire/ai-learning-roadmaps,True,21937.0,False,False
magpie-align/magpie,,,,
georgian-io/LLM-Finetuning-Toolkit,True,7857.0,True,True
tingaicompass/AI-Compass,True,84859.0,False,False
ethz-adrl/ifopt,True,10423.0,True,False
abhimishra91/transformers-tutorials,True,6608.0,False,False
soskek/bookcorpus,True,5951.0,False,False
amanjeetsahu/Natural-Language-Processing-Specialization,True,4723.0,False,False
explosion/spacy-streamlit,True,22279.0,False,False
patrickschur/language-detection,True,10591.0,False,True
curiosity-ai/catalyst,True,7468.0,False,True
AnswerDotAI/byaldi,True,7039.0,True,True
zkywsg/Daily-LLM,True,4588.0,False,False
kengz/aiva,True,6916.0,False,False
t-davidson/hate-speech-and-offensive-language,True,2533.0,False,False
bin123apple/AutoCoder,True,4679.0,False,False
goru001/inltk,True,40088.0,False,False
tensorlayer/seq2seq-chatbot,True,1221.0,False,False
smilelight/lightNLP,True,7151.0,False,False
cocacola-lab/ChatIE,True,8170.0,False,False
carpedm20/MemN2N-tensorflow,True,5462.0,False,False
yvann-ba/Robby-chatbot,True,2708.0,False,False
pemistahl/lingua,True,103082.0,True,False
Separius/BERT-keras,True,4289.0,False,True
princeton-nlp/PURE,True,16472.0,False,False
ShawnyXiao/TextClassification-Keras,True,9615.0,False,False
XiaoMi/MiNLP,True,1037.0,True,False
MIND-Lab/OCTIS,True,26550.0,True,True
junruxiong/IncarnaMind,True,7545.0,False,False
nlp-uoregon/trankit,True,12067.0,False,False
Ayanami0730/deep_research_bench,True,16062.0,False,False
LexPredict/lexpredict-lexnlp,True,6559.0,False,False
carpedm20/lstm-char-cnn-tensorflow,True,4298.0,False,False
google-research/long-range-arena,True,8557.0,False,False
PaddlePaddle/RocketQA,True,14596.0,False,False
thunlp/OpenAttack,True,20438.0,True,False
Tencent/PatrickStar,True,6576.0,False,False
Unbabel/COMET,True,17816.0,True,True
seriousran/awesome-qa,True,30717.0,False,False
IntelLabs/RAG-FiT,True,4810.0,True,False
jerryji1993/DNABERT,True,14465.0,False,False
yaserkl/RLSeq2Seq,True,30301.0,False,False
openeventdata/mordecai,True,7420.0,False,False
oneTaken/awesome_deep_learning_interpretability,True,32906.0,False,False
mila-iqia/babyai,True,5687.0,False,False
ChenghaoMou/text-dedup,True,9854.0,True,True
dbpedia-spotlight/dbpedia-spotlight,True,5353.0,False,False
bab2min/Kiwi,True,18715.0,True,False
alvations/pywsd,True,7701.0,True,True
explosion/spacy-stanza,True,7592.0,True,True
primeqa/primeqa,True,9660.0,True,True
redhuntlabs/Octopii,True,8742.0,True,False
tomaarsen/attention_sinks,True,19799.0,False,False
Renumics/awesome-open-data-centric-ai,True,34246.0,False,False
sheepzh/poetry,True,1926.0,False,False
zjunlp/PromptKG,True,15694.0,False,False
titipata/pubmed_parser,True,15300.0,True,True
wagamamaz/tensorflow-tutorial,True,16722.0,False,False
salesforce/xgen,True,3600.0,False,False
Liquid-Legal-Institute/Legal-Text-Analytics,True,23819.0,False,False
lucidrains/vit-pytorch,True,79354.0,False,True
graphdeco-inria/gaussian-splatting,True,40778.0,False,False
MaaAssistantArknights/MaaAssistantArknights,True,12033.0,True,False
screenpipe/screenpipe,True,21113.0,True,False
microsoft/AirSim,True,9143.0,True,False
pytorch/vision,True,5109.0,True,False
NVlabs/instant-ngp,True,23049.0,True,False
alicevision/Meshroom,True,9038.0,True,True
colmap/colmap,True,6571.0,True,False
qubvel-org/segmentation_models.pytorch,True,15200.0,True,True
rerun-io/rerun,True,12141.0,True,True
PointCloudLibrary/pcl,True,7061.0,True,False
esimov/caire,True,12212.0,True,False
openframeworks/openFrameworks,True,8389.0,True,True
realsenseai/librealsense,True,16671.0,True,False
roboflow/rf-detr,True,24766.0,True,True
bytedeco/javacv,True,19439.0,True,False
exadel-inc/CompreFace,True,10826.0,True,False
microsoft/ailab,True,2874.0,False,False
hybridgroup/gocv,True,9770.0,True,False
EutropicAI/Final2x,True,3677.0,True,False
PeterL1n/BackgroundMattingV2,True,5544.0,False,False
scikit-image/scikit-image,True,2672.0,True,True
openMVG/openMVG,True,6519.0,True,False
liuruoze/EasyPR,True,9438.0,False,False
shimat/opencvsharp,True,15401.0,True,False
idealo/imagededup,True,6362.0,True,True
katanaml/sparrow,True,30257.0,False,False
sreeharierk/datascience,True,136079.0,False,False
esimov/pigo,True,11509.0,True,False
NVlabs/neuralangelo,True,6171.0,False,False
STVIR/pysot,True,6515.0,False,False
TingsongYu/PyTorch-Tutorial-2nd,True,7258.0,False,False
PINTO0309/PINTO_model_zoo,True,176910.0,True,False
accord-net/framework,True,14606.0,False,False
ceres-solver/ceres-solver,True,1170.0,True,False
AaronJackson/vrn,True,6333.0,False,False
google-research/simclr,True,14491.0,False,False
cyberbotics/webots,True,6309.0,True,True
MaaXYZ/MaaFramework,True,42681.0,True,False
royshil/obs-backgroundremoval,True,6689.0,True,False
openMVG/awesome_3DReconstruction_list,True,31007.0,False,False
open-compass/VLMEvalKit,True,14786.0,True,True
cs230-stanford/cs230-code-examples,True,483.0,False,False
wiltodelta/remove-ai-watermarks,True,51949.0,True,True
JDAI-CV/fast-reid,True,4264.0,True,True
arXivTimes/arXivTimes,True,4002.0,False,False
hustvl/4DGaussians,True,13347.0,False,False
facebookresearch/habitat-sim,True,16638.0,True,True
M-3LAB/awesome-industrial-anomaly-detection,True,212111.0,False,False
cleardusk/3DDFA,True,16333.0,False,False
hemansnation/AI-Engineer-Headquarters,True,2079.0,False,False
ZhaoJ9014/face.evoLVe,True,57161.0,False,False
foolwood/SiamMask,True,9431.0,False,False
SkalskiP/make-sense,True,8938.0,True,False
podgorskiy/ALAE,True,15318.0,False,False
visionml/pytracking,True,13122.0,False,False
girafe-ai/ml-course,True,6034.0,False,False
alicevision/AliceVision,True,6276.0,True,False
richzhang/colorization,True,2724.0,False,False
towhee-io/towhee,True,14744.0,True,True
MrNeRF/LichtFeld-Studio,True,7758.0,True,True
vietanhdev/anylabeling,True,7645.0,True,True
catalyst-team/catalyst,True,53945.0,True,True
xinghaochen/awesome-hand-pose-estimation,True,155466.0,False,False
tianzhi0549/FCOS,True,12696.0,False,True
louisfb01/best_AI_papers_2022,True,46598.0,False,False
openvinotoolkit/openvino_notebooks,True,15756.0,True,False
ARM-software/ComputeLibrary,True,6999.0,False,True
handong1587/handong1587.github.io,True,232.0,False,False
cleardusk/3DDFA_V2,True,11488.0,False,False
microsoft/torchscale,True,11994.0,True,True
jingyi0000/VLM_survey,True,59040.0,False,False
open-mmlab/mmdeploy,True,16887.0,True,True
automeris-io/WebPlotDigitizer,True,1719.0,False,True
rmurai0610/MASt3R-SLAM,True,5545.0,False,False
facebookresearch/habitat-lab,True,13988.0,True,False
Tencent/tencent-ml-images,True,21279.0,False,False
ieee8023/covid-chestxray-dataset,True,10616.0,True,True
weiaicunzai/awesome-image-classification,True,42024.0,False,False
x4nth055/pythoncode-tutorials,True,61994.0,False,False
xdspacelab/openvslam,True,257.0,False,False
Cartucho/mAP,True,5914.0,False,False
NVIDIA/MinkowskiEngine,True,19943.0,False,True
SharpAI/DeepCamera,True,17293.0,True,False
ndrplz/self-driving-car,True,9604.0,False,False
Tencent/PocketFlow,True,11451.0,False,False
louisfb01/best_AI_papers_2021,True,49228.0,False,False
sgrvinod/a-PyTorch-Tutorial-to-Image-Captioning,True,34310.0,False,False
amusi/ICCV2025-Papers-with-Code,True,10924.0,False,False
Charmve/computer-vision-in-action,True,83378.0,True,True
ogkalu2/comic-translate,True,8341.0,True,False
IDEA-Research/DINO,True,18958.0,False,False
autodistill/autodistill,True,31839.0,True,False
sightmachine/SimpleCV,True,21510.0,False,False
kha-white/manga-ocr,True,7221.0,True,True
CVCUDA/CV-CUDA,True,9517.0,True,True
junyanz/interactive-deep-colorization,True,8390.0,False,False
MLNLP-World/Top-AI-Conferences-Paper-with-Code,True,12600.0,False,False
KupynOrest/DeblurGAN,True,2580.0,False,False
harleyszhang/cv_note,True,9501.0,False,False
enpeizhao/CVprojects,True,15264.0,False,False
OpenStitching/stitching,True,4553.0,True,True
HypoX64/DeepMosaics,True,6357.0,False,False
gjy3035/Awesome-Crowd-Counting,True,132722.0,False,False
xuebinqin/DIS,True,10225.0,False,False
1bananachicken/MaaNTE,True,7898.0,True,False
taesungp/contrastive-unpaired-translation,True,14076.0,False,False
GeorgeSeif/Semantic-Segmentation-Suite,True,13865.0,False,False
cbsudux/awesome-human-pose-estimation,True,18161.0,False,False
GaParmar/img2img-turbo,True,8443.0,False,False
kevmo314/magic-copy,True,3314.0,True,False
lgsvl/simulator,True,10819.0,False,False
strasdat/Sophus,True,3798.0,True,False
leggedrobotics/darknet_ros,True,9587.0,True,False
b7leung/MLE-Flashcards,True,1973.0,False,False
tryolabs/luminoth,True,4655.0,False,False
jyjblrd/Low-Cost-Mocap,True,3124.0,False,False
roboflow/inference,True,18652.0,True,True
manfreddiaz/awesome-autonomous-vehicles,True,67933.0,False,False
dipanjanS/practical-machine-learning-with-python,True,13147.0,False,False
weihaox/awesome-neural-rendering,True,4100.0,False,False
google-research-datasets/Objectron,True,7325.0,False,False
nv-tlabs/3dgrut,,,,
OAID/TengineKit,True,3571.0,True,False
ScanNet/ScanNet,True,8104.0,False,False
hzwer/ICCV2019-LearningToPaint,True,5302.0,False,False
extreme-assistant/ICCV2023-Paper-Code-Interpretation,True,3573.0,False,False
emgucv/emgucv,True,558.0,True,True
Honlan/DeepInterests,True,2837.0,False,False
amusi/ECCV2026-Papers-with-Code,True,16054.0,False,False
andrewssobral/bgslibrary,True,20061.0,True,True
jsbroks/coco-annotator,True,5859.0,False,False
tannerhelland/PhotoDemon,True,7148.0,False,False
hkchengrex/MMAudio,True,9695.0,False,False
idealo/image-quality-assessment,True,11651.0,False,False
Future-Scholars/paperlib,True,5956.0,True,True
louisfb01/Best_AI_paper_2020,True,37698.0,False,False
azavea/raster-vision,True,5347.0,True,True
unrealcv/unrealcv,True,3275.0,True,False
LMD0311/Awesome-World-Model,True,127488.0,False,False
kingyiusuen/image-to-latex,True,11011.0,False,False
spla-tam/SplaTAM,True,12654.0,False,False
MRPT/mrpt,True,71624.0,True,False
yatengLG/ISAT_with_segment_anything,True,4635.0,True,False
muskie82/MonoGS,True,6666.0,False,False
Mukosame/Anime2Sketch,True,4831.0,False,False
mathworks/MATLAB-Simulink-Challenge-Project-Hub,True,137568.0,True,False
MIT-SPARK/Kimera,True,6279.0,False,False
bgshih/crnn,True,4310.0,False,False
innovation-cat/Awesome-Federated-Machine-Learning,True,427343.0,False,False
ajbrock/Neural-Photo-Editor,True,5726.0,False,False
UniversalDataTool/universal-data-tool,True,14480.0,True,False
facebookresearch/theseus,True,11493.0,True,True
pkhungurn/talking-head-anime-demo,True,5829.0,False,False
lucasb-eyer/pydensecrf,True,12331.0,False,True
chaoyanghe/Awesome-Federated-Learning,True,78268.0,False,False
cambrian-mllm/cambrian,True,25321.0,False,False
youngfish42/Awesome-FL,True,813287.0,False,False
haitongli/knowledge-distillation-pytorch,True,4085.0,False,False
visomaster/VisoMaster,True,7702.0,False,False
